GEO2010,TotPop_1980,TotPop_1990,TotPop_2000,TotPop_2010,PctChgTotPop_1980_1990,PctChgTotPop_1990_2000,PctChgTotPop_2000_2010,PctPopUnder18Years_1980,PctPopUnder18Years_1990,PctPopUnder18Years_2000,PctPopUnder18Years_2010,PctChgPopUnder18Years_1980_1990,PctChgPopUnder18Years_1990_2000,PctChgPopUnder18Yea_2000_2010,PctPop65andOverYears_1980,PctPop65andOverYears_1990,PctPop65andOverYears_2000,PctPop65andOverYears_2010,PctChgPop65andOverYear_1980_1990,PctChgPop65andOverYear_1990_2000,PctChgPop65andOverYear_2000_2010,PctBlackNonHispBridge_1990,PctBlackNonHispBridge_2000,PctBlackNonHispBridge_2010,PctWhiteNonHispBridge_1990,PctWhiteNonHispBridge_2000,PctWhiteNonHispBridge_2010,PctHisp_1990,PctHisp_2000,PctHisp_2010,PctAsianPINonHispBridge_1990,PctAsianPINonHispBridge_2000,PctAsianPINonHispBridge_2010,PctForeignBorn_1980,PctForeignBorn_1990,PctForeignBorn_2000,PctForeignBorn_2010_14,PctFamiliesOwnChildrenFH_1990,PctFamiliesOwnChildrenFH_2000,PctFamiliesOwnChildrenFH_2010_14,Pct_births_low_wt_1998,Pct_births_low_wt_1999,Pct_births_low_wt_2000,Pct_births_low_wt_2001,Pct_births_low_wt_2002,Pct_births_low_wt_2003,Pct_births_low_wt_2004,Pct_births_low_wt_2005,Pct_births_low_wt_2006,Pct_births_low_wt_2007,Pct_births_low_wt_2008,Pct_births_low_wt_2009,Pct_births_low_wt_2010,Pct_births_low_wt_2011,Pct_births_teen_1998,Pct_births_teen_1999,Pct_births_teen_2000,Pct_births_teen_2001,Pct_births_teen_2002,Pct_births_teen_2003,Pct_births_teen_2004,Pct_births_teen_2005,Pct_births_teen_2006,Pct_births_teen_2007,Pct_births_teen_2008,Pct_births_teen_2009,Pct_births_teen_2010,Pct_births_teen_2011
Tract 1,4744,4706,4674,4890,s,s,4.6,s,s,8.9,12,s,s,40,16,17,14,18,3.9,-15,32,s,4.8,2.4,s,86,86,4.7,4.1,6.1,s,4.3,4.9,s,s,18,23,s,13,11,0,0,3.6,4.5,2.9,4.6,14,7.7,12,5.2,8.1,5.6,1.9,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7
Tract 2.01,3201,3829,4460,3916,s,s,-12,s,s,0,0.4,s,s,i,5.5,2.5,1.6,1,-47,-24,-42,s,5.8,7.4,s,84,70,6.4,2.3,7,s,7.8,15,s,s,1.7,16,s,i,i,4,10,7.1,2.3,0,11,7.2,0,3,0,0,0,i,i,4,0,0,0,0,0,0,0,0,0,0,0,i,i
Tract 2.02,3045,3646,3857,5425,s,s,41,s,s,8.3,6.7,s,s,13,5.8,8,8.8,9.9,65,17,57,s,1.4,3.3,s,90,82,6.6,4.2,6.3,s,4.6,8.1,s,s,16,14,s,4.2,17,4.1,9.4,7.3,2.6,0.5,9.7,12,0,2.5,0,4.3,2.5,0,2.5,3.5,0,0.2,0,0,0.1,0,0,0,0,0,0,0,0
Tract 3,5081,5738,5750,6233,s,s,8.4,s,s,6.9,11,s,s,74,11,7,6.2,7.4,-28,-12,30,s,2.8,2.9,s,82,83,5.2,5.7,6.5,s,8.7,7,s,s,19,15,s,12,8.6,5.1,1.4,8.3,5.6,5.7,1.5,3.8,6.3,7.5,3.4,2.2,4.6,8.7,8.2,0,0,1.4,0,0,1.5,0,0,1.5,1.1,0,0,0,0
Tract 4,1577,1399,1501,1455,s,s,-3.1,s,s,15,16,s,s,3.5,23,12,17,19,-54,49,12,s,4.7,3.6,s,90,79,6.9,1.7,8.5,s,2.7,8.1,s,s,23,30,s,0,0,33,0,36,0,0,0,7.7,0,7.1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Tract 5.01,2647,2694,2774,3376,s,s,22,s,s,5,5.4,s,s,31,18,16,6.4,8,-11,-58,53,s,5,4.1,s,77,80,7,8.9,6.8,s,8.8,8.9,s,s,21,18,s,4.9,20,10,5.3,4.5,0,16,17,0,11,0,10,10,0,8.6,10,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0
Tract 5.02,3132,3333,3062,3189,s,s,4.1,s,s,9.5,13,s,s,39,18,13,11,12,-25,-21,18,s,3.6,3.4,s,85,80,9.2,6.3,8.5,s,4.7,7.5,s,s,14,16,s,12,2.9,6.3,2.6,6.5,0,5.3,3.9,2.2,5,6.1,9.3,5.9,8.6,0,5.7,3.1,0,0,0,0,0,0,0,0,4.7,0,2.9,0,0
Tract 6,4551,4960,4969,4539,s,s,-8.7,s,s,14,16,s,s,8,20,24,22,18,26,-4.9,-25,s,13,5.7,s,75,81,8.8,7.3,7.3,s,4.4,6,s,s,14,19,s,20,21,9.5,6.3,0,2.5,8.7,4,6.3,4.9,13,7.3,5.9,4.3,7.5,9.4,0,4.2,0,2.5,2.1,0,2.1,0,0,0,0,0,0,0
Tract 7.01,5559,4472,4395,4620,s,s,5.1,s,s,6.5,7.9,s,s,28,33,30,24,23,-26,-23,1.6,s,4,5.3,s,80,78,10,8.7,8.8,s,7.1,7.4,s,s,25,21,s,12,9.6,6.3,13,11,3.6,11,2.7,6.3,4.3,14,2.2,9.3,5,2,5,3.1,0,5.4,0,5.3,2.7,0,0,0,0,1.9,0,0,0
Tract 7.02,2839,3426,3282,3364,s,s,2.5,s,s,7,4.7,s,s,-31,15,11,8.3,8.4,-15,-27,3.7,s,8.3,6.1,s,74,75,13,11,11,s,6.2,7.9,s,s,29,20,s,48,47,0,8.7,3.8,6.3,0,3.7,3.1,9.1,9.1,24,17,0,9.6,2.3,0,0,0,3.2,0,0,3.1,0,0,0,2.8,0,0,0
Tract 8.01,4310,5928,6721,6709,s,s,-0.2,s,s,11,15,s,s,33,19,19,17,20,37,1,18,s,4.7,5.2,s,81,79,5.2,7.5,8.5,s,6.6,7,s,s,28,26,s,19,5.6,2.4,4.5,8.2,5.4,7.7,2.1,4.8,6.4,9,5,6.9,11,2,2,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0
Tract 8.02,2416,2691,2806,2869,s,s,2.2,s,s,12,15,s,s,23,11,9.9,8.6,10,2.7,-9,22,s,2.7,4.1,s,83,77,5.6,5.7,8.1,s,8.8,10,s,s,25,17,s,13,14,2.4,2.2,17,2.6,6.5,9.3,6.4,19,3.2,10,0,13,2.7,5.8,2.4,2.2,2.1,0,0,0,2.1,0,0,0,2.4,0,2.7,0
Tract 9.01,5605,6883,7214,7175,s,s,-0.5,s,s,12,15,s,s,23,9.6,7.1,7.7,12,-9.5,13,62,s,6.6,4.2,s,79,81,5.4,5.4,6.1,s,5.2,8.1,s,s,11,18,s,5.8,5.4,4.4,23,5.4,3.8,3.8,4.1,3.8,2,4.7,9.5,7.3,4.3,6.3,5.7,0,0,0,0,0,0,0,2,0,4.8,0,0,0,0
Tract 9.02,1874,1916,1967,2092,s,s,6.4,s,s,22,26,s,s,27,20,18,13,16,-5.4,-26,26,s,3.4,4.1,s,86,85,4.9,5.9,5.1,s,2.5,5.3,s,s,13,20,s,11,15,5.9,4.2,4.8,5.9,24,14,12,5.3,16,5.9,14,12,18,9.1,2.9,0,4.8,0,0,0,5.9,0,3.2,5.9,0,0,0,0
Tract 10.01,6347,6320,6062,7436,s,s,23,s,s,20,20,s,s,28,27,17,16,13,-36,-9.1,1.4,s,3.5,4.8,s,87,80,5.4,5.1,6.9,s,4.5,7.9,s,s,18,19,s,6.7,10,7.7,6.1,6.6,6.8,4,5.1,2.6,6.4,9.1,1.1,11,7,2.3,6.7,0,0,0,0.8,0,0,0,0,0,1.1,0,0,0,0
Tract 10.02,1991,3534,3465,3442,s,s,-0.7,s,s,5.5,6.3,s,s,14,35,9.5,8.6,8.2,-52,-11,-5.7,s,8.1,6.1,s,71,75,8.8,10,7.9,s,11,11,s,s,29,21,s,35,0,3.4,3.1,0,0,5.6,13,16,3.8,8.3,11,3.3,3.1,2.3,11,0,0,3.8,0,2.8,0,2.3,0,2.8,3.6,0,3.1,0,0
Tract 11,4567,4415,4428,4779,s,s,7.9,s,s,18,17,s,s,1.8,18,18,16,20,-4.3,-13,39,s,6.5,6.7,s,81,79,5.2,4.4,6.4,s,6.7,7.1,s,s,15,13,s,6.5,23,4.3,2,6.2,12,10,5.6,8.8,6.7,3.8,10,8.7,3.3,6.3,6.3,0,0,0,6,0,1.4,0,0,0,0,2.2,0,0,0
Tract 12,4910,4826,4856,5008,s,s,3.1,s,s,14,13,s,s,2,18,14,11,13,-20,-22,17,s,7.4,6.2,s,77,76,8,7.7,8,s,8,9.1,s,s,22,19,s,20,19,1.9,6.5,8.9,8.9,10,0,0,6,6.2,3.2,6.9,2.9,1.6,17,0,0,0,0,0,0,1.5,0,0,1.6,1.7,1.4,0,0
Tract 13.01,3515,3693,3747,3955,s,s,5.6,s,s,11,12,s,s,11,31,20,14,14,-30,-32,11,s,7.8,10,s,78,71,4.1,5.6,7.3,s,8.2,11,s,s,20,16,s,2.4,0,4.2,12,9.7,13,0,4.8,7,19,4.3,17,13,5,16,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 13.02,5940,6459,6350,6857,s,s,8,s,s,5.7,3.9,s,s,-27,27,22,16,14,-13,-28,-4.1,s,6.1,5.9,s,81,76,8.5,6.9,7,s,5.4,10,s,s,19,21,s,7.9,10,3.7,3.2,3.7,9.6,3.4,11,1.9,9.8,19,2,4.3,14,9.1,5.5,0.4,0,0,2.4,0,0,0,0,0,0,0,0,0,0
Tract 14.01,3282,3077,3150,3078,s,s,-2.3,s,s,20,21,s,s,3,21,16,12,14,-32,-22,20,s,6.5,6.9,s,81,78,5.4,5.7,6.8,s,7.3,7.8,s,s,16,19,s,7.9,11,4.8,8.2,5.6,12,2.3,9.2,8,12,4.9,11,9.7,11,10,6.5,0,3.3,0,0,0,0,1,1.2,0,0,0,0,0,0
Tract 14.02,3054,2863,3925,2998,s,s,-24,s,s,10,18,s,s,37,21,23,41,25,-0.9,148,-54,s,15,13,s,75,73,3,5.2,7.7,s,3.6,6.2,s,s,12,19,s,17,17,4.8,8.2,5.6,12,2.3,9.4,6.2,12,5.1,15,4.5,3.1,3.1,7.8,0,3.3,0,0,0,0,1,1.2,0,0,2.3,0,3.1,2
Tract 15,5579,5570,5649,5911,s,s,4.6,s,s,23,26,s,s,18,22,22,19,21,-0.7,-13,20,s,11,12,s,79,79,1.8,3.5,5.1,s,4.7,3.7,s,s,13,8.4,s,13,4.6,8.9,6,9.8,1.1,5.6,8,5.3,11,6,3.6,6.1,6.6,2.8,3,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
Tract 16,5101,4485,4030,3957,s,s,-1.8,s,s,18,18,s,s,-0.6,13,17,22,24,17,16,3.6,s,72,69,s,20,24,0.9,4.9,5.1,s,1.3,1.8,s,s,12,8.3,s,32,17,7.1,32,32,7.9,2.6,17,11,18,12,14,3.4,0,5.9,6.1,7.1,2.6,3.2,2.6,5.1,2.8,0,4.5,4.8,2,3.4,0,2.9,3
Tract 17.02,2814,2598,2163,2644,s,s,22,s,s,19,14,s,s,-9.3,11,14,17,14,16,0,2.2,s,80,53,s,16,35,3,1.3,8,s,0.2,3.6,s,s,4,10,s,37,25,14,9.1,17,1.6,5.7,17,7,14,9.4,9.4,13,0,3.6,5.7,5.3,16,2.9,4.9,9.4,11,9.7,7,7.3,9.4,7.5,11,2.4,1.9
Tract 18.03,2829,2707,3066,3514,s,s,15,s,s,19,20,s,s,16,14,17,15,11,13,0,-13,s,71,68,s,6,5.4,7.8,21,24,s,1.4,2.4,s,s,40,46,s,40,15,14,11,1.9,6.4,9.4,13,3.5,8.2,13,4.3,8.8,6.9,4.2,4,9.2,8.2,9.6,8.5,7.5,3.1,5.3,4.9,3.8,4.3,3.9,2.9,3.1,3
Tract 18.04,4205,4237,4156,4480,s,s,7.8,s,s,22,23,s,s,14,9,14,14,12,57,-4.5,-3.2,s,72,67,s,2.1,4.3,10,25,27,s,0.9,1.3,s,s,29,43,s,49,33,11,2.9,13,17,20,13,9.3,6.9,7.3,3.1,6.4,8.4,10,10,28,10,16,7.1,5.6,6.5,13,5.9,8.2,7.3,8.3,7.5,7,9.2
Tract 19.01,4910,4363,3972,4016,s,s,1.1,s,s,20,21,s,s,2.2,11,18,20,18,39,2.4,-9.7,s,91,76,s,1.8,7.1,4.7,7.2,16,s,0.1,0.9,s,s,16,21,s,44,30,12,11,15,0,15,17,9.5,5.5,8.3,6.9,8,20,15,4.2,20,17,8.7,18,19,8.5,13,15,10,11,23,14,18,7
Tract 19.02,2648,2530,2039,1969,s,s,-3.4,s,s,15,17,s,s,9.2,14,18,23,19,22,3.3,-19,s,93,80,s,5.3,9.1,1.7,0.4,9.1,s,1.2,1.4,s,s,5.3,15,s,45,45,14,0,6.7,13,8.7,6.3,9.1,15,4.5,3.3,4.2,4,8.3,4.8,9.1,0,13,4.2,4.3,13,14,7.7,14,0,0,12,13,9.5
Tract 20.01,2315,2452,2486,2340,s,s,-5.9,s,s,18,19,s,s,-2.9,12,14,12,12,24,-17,-5.1,s,66,50,s,14,19,14,19,27,s,0.1,2.9,s,s,23,28,s,38,13,3.8,9.1,13,11,12,14,7.9,7.9,9.6,5.5,4.9,9.6,10,4.7,3.7,4.5,6.5,8.1,3.8,4.8,5.3,7.9,7.7,11,9.8,1.9,4,4.7
Tract 20.02,4497,3965,3730,3813,s,s,2.2,s,s,22,21,s,s,1.7,14,16,17,14,-4,-0.5,-17,s,72,61,s,9.5,15,2,17,21,s,0.6,1.8,s,s,22,20,s,44,44,15,19,8.5,15,15,9,11,11,9.9,16,2.5,6,5.4,3.8,17,6.4,8.5,15,15,13,21,9.5,7,16,16,3.6,14,3.8
Tract 21.01,5816,5287,5233,5309,s,s,1.5,s,s,25,22,s,s,-12,11,14,14,11,14,3.3,-23,s,83,62,s,1,4.9,3.6,16,31,s,0.4,1.9,s,s,20,35,s,49,38,13,11,11,7.7,16,12,12,10,8.4,14,14,7.5,11,8.8,20,22,16,20,18,13,7.7,17,13,12,12,9.6,11,7.2
Tract 21.02,5545,5089,4631,4648,s,s,0.4,s,s,20,21,s,s,9,15,20,19,15,24,-15,-19,s,91,77,s,1,6,0,7.9,16,s,0,0.7,s,s,10,23,s,54,71,16,11,1.7,22,13,9.8,9.1,13,13,20,3.8,11,2.6,14,13,15,5.2,12,17,22,12,9.5,20,15,7.7,8.4,15,8.1
Tract 22.01,4008,3652,3505,3442,s,s,-1.8,s,s,24,21,s,s,-13,14,19,18,15,26,-11,-18,s,84,67,s,1.5,6.6,3,12,24,s,1,1.7,s,s,21,14,s,49,48,12,20,9.1,13,6,12,5.8,5.7,9.7,7.1,10,11,11,10,12,9.1,14,13,14,19,23,15,21,20,12,16,18,12
Tract 22.02,3520,3297,3013,3087,s,s,2.5,s,s,24,21,s,s,-11,13,16,16,11,16,-12,-26,s,91,72,s,0.6,5.7,3.5,7.3,21,s,0.1,1.2,s,s,11,29,s,62,45,18,16,3.4,13,11,8.8,7.1,11,12,8.3,3.1,9.1,11,11,12,8.2,16,11,7.4,18,12,7.5,14,12,20,15,12,13
Tract 23.01,3650,3343,2993,2974,s,s,-0.6,s,s,22,19,s,s,-14,14,18,17,14,14,-14,-21,s,88,72,s,5.5,13,2.2,4,14,s,1.2,1.4,s,s,9.2,17,s,58,51,18,7,9.4,20,21,6.1,4.9,14,15,15,18,5.5,18,1.7,12,9.5,16,15,15,12,9.8,9.5,12,13,11,15,0,8.5
Tract 23.02,3039,4417,1347,2036,s,s,51,s,s,9.3,5.9,s,s,-3.2,42,42,10,48,46,-93,630,s,67,44,s,22,48,2,9.9,4.1,s,1.3,3.2,s,s,16,9.1,s,41,89,20,0,10,0,13,46,0,20,20,7.7,30,0,0,11,10,13,10,17,13,0,0,0,0,7.7,0,0,11,22
Tract 24,4230,3885,3580,3618,s,s,1.1,s,s,23,18,s,s,-20,16,18,17,12,6.9,-16,-26,s,85,63,s,1.7,16,3.3,12,19,s,0.5,2,s,s,15,20,s,45,47,12,16,10,4.4,7,11,15,14,8.2,4,8,5.6,10,14,25,14,31,31,11,15,19,10,6.6,11,8,9.9,10,6.1
Tract 25.01,2690,2313,2383,2554,s,s,7.2,s,s,22,18,s,s,-11,16,20,16,15,5.7,-19,5.1,s,64,56,s,8.9,18,10,24,23,s,2.2,1.3,s,s,26,23,s,28,37,14,25,12,11,10,10,7.1,18,16,15,13,3.8,16,4,31,17,20,11,18,10,14,16,12,11,12,3.8,6.9,8
Tract 25.02,4867,4922,5486,5973,s,s,8.9,s,s,25,19,s,s,-17,17,15,11,7.8,-8.2,-15,-26,s,57,41,s,2.4,14,13,39,42,s,1.8,2.1,s,s,35,26,s,42,44,8.6,7.8,3.9,9.5,7.7,7.4,6.6,5.8,10,9.9,5.7,6.8,5.4,4.7,16,13,9.8,13,15,11,8.2,12,15,8.7,12,10,9.5,4.7
Tract 26,2394,2346,2193,2166,s,s,-1.2,s,s,16,16,s,s,-0.6,18,18,24,19,-5.3,27,-21,s,64,50,s,30,39,2.8,1.6,6.9,s,3.1,3.7,s,s,13,19,s,13,15,6.7,0,0,18,7.1,6.7,5.6,14,0,0,0,14,5.6,4,13,0,11,0,7.1,6.7,0,0,0,0,0,0,0,0
Tract 27.01,4575,4896,5742,5233,s,s,-8.9,s,s,15,12,s,s,-28,9.4,15,9,9.4,72,-30,-4.8,s,32,25,s,32,44,19,28,24,s,6.6,6.3,s,s,37,23,s,23,11,8.8,14,12,4.9,10,6.7,13,3.4,9.8,14,7.5,8.8,9.2,4.1,11,5.5,9.6,8.5,7.8,2.2,1.9,6.8,3.7,12,7.5,13,5.1,2.7
Tract 27.02,5437,6242,6052,5226,s,s,-14,s,s,15,12,s,s,-29,9.8,8,6.8,7.5,-6.9,-17,-5.8,s,22,13,s,38,56,32,34,25,s,6,4.8,s,s,39,22,s,26,20,7.9,7.7,7.2,11,11,9.8,6.5,5.3,4,4.3,6.3,9.5,5.5,13,4.5,12,8.2,7.8,9.8,2.4,1.1,5.3,10,1.1,1,1.2,1.4,1.3
Tract 28.01,2712,3334,3629,3773,s,s,4,s,s,26,17,s,s,-34,9.8,8.1,7.4,6.9,1.1,-0.7,-3.4,s,52,36,s,5.7,22,33,39,37,s,1.8,4.8,s,s,39,38,s,47,48,10,9.1,10,11,12,7.8,9.7,7.6,9.7,6.5,4.5,2.9,9.5,10,13,18,12,11,11,8.9,12,9.9,12,14,8.9,14,2.4,4.7
Tract 28.02,3780,4859,4700,4277,s,s,-9,s,s,24,17,s,s,-36,9.8,8.7,7.7,8.6,14,-15,2.2,s,32,25,s,8.5,27,44,51,43,s,7.8,4.9,s,s,54,41,s,38,61,8.7,9.1,10,11,11,7.8,9.7,7.7,9.7,6.6,6,4.9,7.3,11,14,18,12,11,11,8.9,12,10,12,13,14,15,7.3,5.8
Tract 29,4227,4091,4189,3962,s,s,-5.4,s,s,25,15,s,s,-44,13,14,9.1,5.6,6,-32,-41,s,56,31,s,4.8,29,14,38,35,s,0.8,4.1,s,s,32,29,s,46,37,4.9,9.4,12,9.7,15,11,13,11,8.2,11,6.2,8.9,7.1,5.6,20,14,12,14,13,13,10,14,13,18,11,3.8,16,11
Tract 30,2534,2512,2769,3398,s,s,23,s,s,34,16,s,s,-43,13,11,2.8,6.9,-20,-70,199,s,62,43,s,8.6,36,12,28,16,s,1.5,4.7,s,s,23,9.1,s,56,61,11,8.3,0,8.1,9.3,5,18,16,7.1,5.1,9.3,7.7,11,18,8.9,14,7.7,21,11,20,18,21,18,16,15,12,11,16
Tract 31,3057,3039,2815,2885,s,s,2.5,s,s,23,15,s,s,-30,14,14,13,7.6,-1.7,-14,-38,s,71,37,s,2.7,23,10,26,36,s,0.5,3.8,s,s,31,35,s,55,47,5.4,24,8.2,8.3,16,6.7,5.2,12,12,8.1,11,9.8,11,1.6,14,20,8.2,15,19,18,16,10,14,18,17,3.7,11,8.2
Tract 32,5285,4861,4480,4913,s,s,9.7,s,s,27,19,s,s,-20,16,16,12,8.9,-8.4,-30,-21,s,82,58,s,2,15,4.2,15,24,s,0.2,2.1,s,s,18,19,s,62,56,13,12,18,7.5,7.1,4.9,9.6,3.3,10,10,7.8,7.8,10,8.2,23,17,7.8,16,19,15,9.4,23,13,19,12,7.8,10,13
Tract 33.01,3659,3149,2655,3198,s,s,20,s,s,21,12,s,s,-34,16,14,13,7.5,-24,-23,-30,s,90,64,s,4.1,28,1,4.7,3.9,s,0.5,3,s,s,12,8.6,s,44,33,18,19,13,19,17,19,15,13,7,13,4.7,19,4.2,5.1,33,18,16,11,10,7.1,8.8,2.6,4.7,13,7,16,2.1,2.6
Tract 33.02,2818,1943,1882,2134,s,s,13,s,s,21,13,s,s,-31,14,16,11,6,-16,-38,-36,s,91,59,s,6.2,32,0,2.4,6,s,0.2,2.5,s,s,1.8,13,s,48,31,25,13,17,12,5.3,0,12,15,10,12,6.1,11,8,12,22,35,0,20,26,4.5,4,3,10,3.8,3,0,12,2.3
Tract 34,4598,4694,4249,4347,s,s,2.3,s,s,13,8.1,s,s,-35,13,10,7.3,4.3,-19,-34,-40,s,94,79,s,0.8,12,2.1,3.4,5.5,s,0.7,2.6,s,s,9.8,8.2,s,76,26,16,15,12,24,21,8,24,0,19,17,2.8,19,12,18,24,23,21,18,7.1,4,9.1,18,12,10,8.3,14,18,12
Tract 35,2736,2108,3498,3740,s,s,6.9,s,s,14,9.1,s,s,-30,16,21,8.4,5.7,0.5,-34,-27,s,87,72,s,1,14,6.3,11,9.9,s,1.2,3.4,s,s,14,17,s,53,67,8.3,27,10,15,16,3.4,14,9.1,21,12,12,7.3,14,15,11,20,13,20,21,14,8.3,9.1,18,18,12,24,12,5.9
Tract 36,4974,4272,3915,4208,s,s,7.5,s,s,22,13,s,s,-39,7.7,13,11,7.4,49,-23,-29,s,63,39,s,9.2,36,11,24,19,s,3,4.7,s,s,29,17,s,69,54,8.2,14,7.7,14,13,7.2,10,10,20,9.6,6.3,11,13,7.9,21,16,17,19,20,7.2,11,3.4,13,9.6,14,6.9,12,0
Tract 37,4764,5514,4990,5763,s,s,15,s,s,23,17,s,s,-17,6.6,6.4,4.5,4.3,11,-35,8.4,s,57,43,s,8.7,26,25,33,26,s,1.2,4.4,s,s,31,22,s,60,83,11,14,6.1,5.6,4.5,12,11,15,8.5,11,8.3,6.7,6.8,6,21,23,19,20,16,4.3,8.7,9.1,16,17,17,9.5,7.8,6
