GEO2010,school_present_2000,school_present_2001,school_present_2002,school_present_2003,school_present_2004,school_present_2005,school_present_2006,school_present_2007,school_present_2008,school_present_2009,school_present_2010,school_present_2011,school_present_2012,school_present_2013,dcps_present_2000,dcps_present_2001,dcps_present_2002,dcps_present_2003,dcps_present_2004,dcps_present_2005,dcps_present_2006,dcps_present_2007,dcps_present_2008,dcps_present_2009,dcps_present_2010,dcps_present_2011,dcps_present_2012,dcps_present_2013,charter_present_2000,charter_present_2001,charter_present_2002,charter_present_2003,charter_present_2004,charter_present_2005,charter_present_2006,charter_present_2007,charter_present_2008,charter_present_2009,charter_present_2010,charter_present_2011,charter_present_2012,charter_present_2013,aud_2001,aud_2002,aud_2003,aud_2004,aud_2005,aud_2006,aud_2007,aud_2008,aud_2009,aud_2010,aud_2011,aud_2012,aud_2013,aud_dcps_2001,aud_dcps_2002,aud_dcps_2003,aud_dcps_2004,aud_dcps_2005,aud_dcps_2006,aud_dcps_2007,aud_dcps_2008,aud_dcps_2009,aud_dcps_2010,aud_dcps_2011,aud_dcps_2012,aud_dcps_2013,aud_charter_2001,aud_charter_2002,aud_charter_2003,aud_charter_2004,aud_charter_2005,aud_charter_2006,aud_charter_2007,aud_charter_2008,aud_charter_2009,aud_charter_2010,aud_charter_2011,aud_charter_2012,aud_charter_2013
Tract 79.03,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,757,691,748,705,707,764,744,729,605,764,799,845,824,0,0,0,0,0,0,0,0,0,0,0,0,0,757,691,748,705,707,764,744,729,605,764,799,845,824
Tract 80.01,1,2,1,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,1,1,1,1,1,1,1,445,88,657,496,477,364,297,316,319,373,359,415,376,0,0,0,0,0,0,0,0,0,0,0,0,0,445,88,657,496,477,364,297,316,319,373,359,415,376
Tract 80.02,5,5,4,3,4,4,4,3,4,3,4,3,3,3,5,5,4,3,3,3,3,3,4,3,4,3,3,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1856,1513,1472,1710,1434,1408,1192,1089,882,946,943,1102,1414,1856,1513,1472,1558,1234,1147,1192,1089,882,946,943,1102,1414,0,0,0,152,200,261,0,0,0,0,0,0,0
Tract 81,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,60,61,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,61,63
Tract 82,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,224,242,231,238,236,252,236,231,233,234,230,228,219,224,242,231,238,236,252,236,231,233,234,230,228,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 83.01,1,1,2,1,1,1,1,2,2,1,1,2,3,2,1,1,2,1,1,1,1,2,2,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,662,405,386,389,388,791,817,410,427,614,721,705,397,662,405,386,389,388,791,817,410,427,614,721,705,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 83.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,278,271,263,261,239,210,174,193,225,258,263,299,279,278,271,263,261,239,210,174,193,225,258,263,299,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 84.02,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,82,128,134,134,111,86,100,83,205,0,0,0,83,82,128,134,134,111,86,100,83,205,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 84.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 87.01,3,3,2,2,3,4,4,4,4,3,3,2,2,4,1,1,1,1,2,2,2,2,2,2,2,2,2,4,2,2,1,1,1,2,2,2,2,1,1,0,0,0,1069,941,1051,1396,1684,1810,1882,1892,1709,1691,1045,1114,1156,384,367,354,661,846,996,1032,1119,968,942,1045,1114,1156,685,574,697,735,838,814,850,773,741,749,0,0,0
Tract 87.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 88.02,1,1,1,0,0,0,0,0,1,2,2,2,2,2,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,365,349,0,0,0,0,0,219,645,688,690,695,668,365,349,0,0,0,0,0,0,447,460,475,465,442,0,0,0,0,0,0,0,219,198,228,215,230,226
Tract 88.03,2,2,2,2,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,3,3,3,3,3,3,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,308,253,265,291,543,421,424,186,180,173,90,99,89,308,253,265,69,543,421,424,186,180,173,90,99,89,0,0,0,222,0,0,0,0,0,0,0,0,0
Tract 88.04,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,559,533,492,463,384,379,372,347,0,0,0,0,304,559,533,492,463,384,379,372,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304
Tract 89.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 89.04,5,6,6,6,6,6,6,6,4,4,4,4,4,2,5,6,6,6,6,6,6,6,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1738,1717,1725,1663,1428,1366,1194,1308,1463,1430,1325,1202,668,1738,1717,1725,1663,1428,1366,1194,1308,1463,1430,1325,1202,668,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 90,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,338,324,316,343,256,236,194,114,139,161,158,0,348,338,324,316,343,256,236,194,114,139,161,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 91.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 92.01,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,156,0,305,389,408,400,415,425,432,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,305,389,408,400,415,425,432,451
Tract 92.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 92.04,1,1,1,1,2,3,4,5,5,5,5,4,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,3,4,4,4,4,4,3,3,371,368,307,430,661,837,1151,1289,1277,1055,949,1129,1149,371,368,307,277,240,228,174,167,146,163,0,0,0,0,0,0,153,421,609,977,1122,1131,892,949,1129,1149
Tract 93.01,2,2,2,1,1,1,2,3,3,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,1,2,1,1,1,1,1,744,733,395,329,229,475,500,519,601,560,620,732,737,744,733,395,329,229,475,440,337,336,277,293,366,364,0,0,0,0,0,0,60,182,265,283,327,366,373
Tract 93.02,0,0,0,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,270,281,251,335,379,412,352,282,305,0,0,0,317,270,281,251,335,379,412,352,282,305,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 94,3,3,4,5,5,3,3,3,1,1,1,2,2,3,3,3,4,4,4,3,3,3,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,2,399,784,744,740,408,345,348,273,316,335,1232,1233,1093,399,784,688,681,408,345,348,273,316,335,296,283,278,0,0,56,59,0,0,0,0,0,0,936,950,815
Tract 95.01,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,37,41,39,49,37,0,0,0,0,0,0,439,511,0,0,0,0,0,0,0,0,0,0,0,0,0,37,41,39,49,37,0,0,0,0,0,0,439,511
Tract 95.03,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,409,421,329,264,350,344,379,469,449,0,383,439,249,409,421,329,264,269,246,269,386,359,0,304,274,249,0,0,0,0,81,98,110,83,90,0,79,165,0
Tract 95.04,1,1,1,1,1,1,1,1,3,3,4,4,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,2,2,356,352,300,272,246,254,246,680,793,945,1187,732,771,356,352,300,272,246,254,246,0,0,0,0,0,0,0,0,0,0,0,0,0,680,793,945,1187,732,771
Tract 95.05,1,1,1,1,1,1,1,3,4,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,2,1,1,1,2,7,14,23,20,113,221,461,735,594,363,407,392,453,7,14,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,113,221,461,735,594,363,407,392,453
Tract 95.07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,309,302,315,255,268,268,344,311,300,290,288,342,344,309,302,315,255,268,268,344,311,300,290,288,342,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 95.08,2,2,3,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,688,1112,656,927,704,610,608,452,336,404,447,376,350,688,727,656,477,365,306,238,100,93,83,109,96,62,0,385,0,450,339,304,370,352,243,321,338,280,288
Tract 95.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 96.01,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,379,380,336,298,263,249,198,185,178,178,147,0,388,379,380,336,298,263,249,198,185,178,178,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 96.02,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,422,376,386,382,857,1037,1009,967,975,949,909,1021,1092,422,376,386,382,341,320,287,239,250,236,235,312,414,0,0,0,0,516,717,722,728,725,713,674,709,678
Tract 96.03,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,272,236,225,206,177,178,162,275,406,460,457,431,506,272,236,225,206,177,178,162,0,0,0,0,0,0,0,0,0,0,0,0,0,275,406,460,457,431,506
Tract 96.04,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,264,251,239,249,246,184,186,148,142,137,0,0,262,264,251,239,249,246,184,186,148,142,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 97,0,0,0,1,1,2,3,2,2,2,2,2,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,0,0,34,18,146,164,157,186,225,227,248,248,263,0,0,34,18,40,50,0,0,0,0,0,0,0,0,0,0,0,106,114,157,186,225,227,248,248,263
Tract 98.01,2,2,2,2,2,2,2,2,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,670,626,528,443,397,405,387,421,542,623,644,530,382,670,626,528,443,397,405,387,356,359,318,239,215,0,0,0,0,0,0,0,0,65,183,305,405,315,382
Tract 98.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 98.03,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,1550,1325,1401,1511,1710,2011,1909,1876,1978,1686,1392,1256,1440,1550,1325,1401,1511,1710,2011,1909,1876,1978,1686,1392,1256,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 98.04,5,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,2,2,1,1,1,1,1,1,1,1,0,0,1,2518,2445,1804,1660,1773,1781,1712,1768,1701,1809,1338,1303,1427,1813,1683,1648,1436,1452,1614,1472,1546,1380,1320,1338,1303,1267,705,762,156,224,321,167,240,222,321,489,0,0,160
Tract 98.07,2,1,1,1,2,2,3,3,3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,402,373,312,577,663,758,792,917,706,712,681,674,730,402,373,312,577,663,640,645,783,706,712,681,674,730,0,0,0,0,0,118,147,134,0,0,0,0,0
Tract 98.10,1,2,2,2,1,1,1,1,0,0,0,0,1,2,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1107,1239,1200,757,669,636,527,0,0,0,0,310,438,1107,1239,1200,757,669,636,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,438
Tract 98.11,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,537,405,348,379,312,242,269,387,462,589,341,339,521,537,405,348,379,312,242,205,291,329,364,341,339,521,0,0,0,0,0,0,64,96,133,225,0,0,0
Tract 99.01,1,1,1,1,1,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,2,1,1,1,1,1,0,472,452,412,368,525,475,574,478,469,443,467,440,330,472,452,412,368,331,341,321,308,303,309,313,289,330,0,0,0,0,194,134,253,170,166,134,154,151,0
Tract 99.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 99.03,1,1,1,2,2,2,0,1,1,1,1,0,1,1,1,1,1,2,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,263,191,443,324,238,0,211,102,70,144,0,183,299,263,191,443,324,238,0,211,102,70,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,299
Tract 99.04,2,2,2,2,2,2,1,2,2,3,3,1,1,1,2,2,2,2,2,2,1,1,2,3,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,931,894,817,777,746,421,454,471,897,371,327,335,369,931,894,817,777,746,421,382,471,897,371,327,335,369,0,0,0,0,0,0,72,0,0,0,0,0,0
Tract 99.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,530,500,435,401,355,310,220,214,202,224,265,269,562,530,500,435,401,355,310,220,214,202,224,265,269,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 99.06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,353,354,315,297,283,235,226,214,222,220,263,416,374,353,354,315,297,283,235,226,214,222,220,263,416,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 99.07,0,0,0,0,0,0,0,0,2,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,0,0,0,0,0,0,0,521,720,900,1032,1044,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,720,900,1032,1044,1046
Tract 101,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,281,264,292,343,395,352,398,374,327,300,289,294,0,281,264,292,343,395,352,398,374,327,300,289,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 102,2,3,2,2,2,3,3,4,4,4,4,5,4,4,2,2,2,2,2,2,2,2,2,2,2,3,2,2,0,1,0,0,0,1,1,2,2,2,2,2,2,2,1536,1316,1194,1143,999,926,705,837,701,625,598,656,720,1317,1316,1194,1143,963,890,633,765,629,546,517,572,641,219,0,0,0,36,36,72,72,72,79,81,84,79
Tract 103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,441,424,398,415,398,294,308,303,322,306,366,442,447,441,424,398,415,398,294,308,303,322,306,366,442,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 104,0,0,0,1,1,1,1,1,2,3,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,4,4,4,0,0,694,650,352,367,513,777,836,991,1722,1785,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,650,352,367,513,777,836,991,1722,1785,1660
Tract 105,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,294,298,278,252,232,219,0,0,0,0,0,0,324,294,298,278,252,232,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 106,3,3,3,3,1,1,1,2,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0,0,0,1,0,0,0,2,2,2,695,686,786,379,355,319,685,335,327,365,833,910,949,452,414,414,379,355,319,360,335,327,365,382,408,433,243,272,372,0,0,0,325,0,0,0,451,502,516
Tract 107,2,2,2,2,2,3,3,2,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,2,2,1,1,1,1,0,0,0,425,445,403,384,477,486,356,146,166,145,0,0,0,324,328,283,266,251,236,231,0,0,0,0,0,0,101,117,120,118,226,250,125,146,166,145,0,0,0
Tract 108,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,326,323,338,338,347,0,0,458,468,527,548,585,328,326,323,338,338,347,0,0,458,468,527,548,585,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tract 111,2,2,3,3,3,5,5,4,5,4,4,4,4,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,3,3,3,3,3,798,1090,1192,1353,1740,1748,1746,1756,1595,1595,1552,1495,1499,404,387,403,421,499,467,402,433,419,414,404,350,349,394,703,789,932,1241,1281,1344,1323,1176,1181,1148,1145,1150
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
